시군명,사업단계,사업유형,정비구역명,위치,구역면적(㎡),(기존주택)준공년도,(기존주택)동수,(기존주택)세대수,(기존주택)면적별세대수(40㎡미만),(기존주택)면적별세대수(40~60㎡),(기존주택)면적별세대수(60~85㎡),(기존주택)면적별세대수(85~135㎡),(기존주택)면적별세대수(135㎡이상),사업시행세대수총계,조합원분양세대수,일반분양세대수,임대세대수,(신축주택)분양주택수,(신축주택)면적별분양주택수(40㎡미만),(신축주택)면적별분양주택수(40~60㎡),(신축주택)면적별분양주택수(60~85㎡),(신축주택)면적별분양주택수(85~135㎡),(신축주택)면적별분양주택수(135㎡이상),(신축주택)임대주택수,(신축주택)면적별임대주택수(40㎡미만),(신축주택)면적별임대주택수(40~60㎡),(신축주택)면적별임대주택수(60~85㎡),(기존)용적률,(신축)용적률,토지등소유자수(명),조합원수(명),사업시행자,사업예정기간(사업시작),사업예정기간(사업완료),정비예정구역고시일자,정비구역지정예정일자,정비계획승인일자,정비구역지정일자(최초지정),정비구역지정일자(변경지정),추진위승인일자,예비평가일자,안전진단일자,조합설립인가일자,사업시행인가일자,관리처분인가일자,착공일자,일반분양일자,준공일자,이전고시일자,현추진상황,업무담당자,담당자전화번호,비고
용인시,예정구역,재건축,처인6,경기도 용인시 처인구 김량장동 4-2,21551,1995,7,,,,,,,,,,,,,,,,,,,,,2.9,2.9,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,기흥1,경기도 용인시 기흥구 구갈동 380,29694,1992,12,,,,,,,,,,,,,,,,,,,,,2.9,2.9,,,,,,2021-03-15,2012-10-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,기흥3,경기도 용인시 기흥구 구갈동 385,10412,1994,4,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,기흥4,경기도 용인시 기흥구 신갈동 116-2,10169,1992,2,,,,,,,,,,,,,,,,,,,,,2.4,2.9,,,,,,2021-03-15,2022-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,기흥6,경기도 용인시 기흥구 고매동 385-4,11267,1993,2,,,,,,,,,,,,,,,,,,,,,2.5,2.5,,,,,,2021-03-15,2023-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,기흥7,경기도 용인시 기흥구 구갈동 390,31608,1993,10,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2023-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,032-625-3744,
용인시,예정구역,재건축,수지1,경기도 용인시 수지구 풍덕천동 663-1,13249,1994,9,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2014-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지2,경기도 용인시 수지구 풍덕천동 698-2,27259,1995,10,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2015-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지4,경기도 용인시 수지구 풍덕천동 690,23170,1994,5,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지5,경기도 용인시 수지구 풍덕천동 693,37163,1994,6,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지7,경기도 용인시 수지구 풍덕천동 700-1,51618,1994,12,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2407,
용인시,예정구역,재건축,수지8,경기도 용인시 수지구 풍덕천동 692,22571,1994,5,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2024-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지9,경기도 용인시 수지구 풍덕천동 694,12112,1995,3,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지11,경기도 용인시 수지구 풍덕천동 699,18330,1995,5,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,예정구역,재건축,수지12,경기도 용인시 수지구 풍덕천동 691,21978,1995,6,,,,,,,,,,,,,,,,,,,,,2.5,2.9,,,,,,2021-03-15,2025-12-31,,,,,,,,,,,,,,정비예정구역 고시,윤대혁,031-324-2408,
용인시,정비구역,주거환경개선,풍덕천1,경기도 용인시 수지구 풍덕천동 678-1,83251,,215,215,215,,,,,,,,,,,,,,,,,,,2.3,,,,市,2017,,2016-12-28,,2018-12-04,2018-12-04,,,,,,,,,,,,실시설계 중,박상준,031-324-2408,
용인시,조합설립,재개발,모현1,경기도 용인시 처인구 모현읍 왕산리 789,22784,1986,61,242,242,,,,,740,173,530,37,703,,,,,,37,,,,3,4,169,169,조합,2007,,2007-01-22,2015-12-31,2009-05-04,2010-07-02,,2007-05-18,,,2012-02-13,,,,,,,사업시행인가 준비 중,홍순오,031-324-2407,
용인시,사업시행,재개발,용인7,경기도 용인시 처인구 김량장동 159,22646,1986,79,143,143,,,,,323,268,,55,268,,28,240,,,55,29,26,,2,2.08,110,110,조합,2007,,2007-01-22,,,2008-09-12,2011-04-22,2007-03-02,,,2009-03-12,2011-04-26,,,,,,관리처분계획인가 준비 중,홍순오,031-324-2407,
용인시,사업시행,주거환경개선,이동2,경기도 용인시 처인구 이동읍 천리 748-2,38263,,74,105,105,,,,,,,,,,,,,,,,,,,2.3,,,,市,2017,,2016-12-28,,2018-12-04,2018-12-04,,,,,,2020-02-17,,,,,,분할측량 중,홍순오,031-324-2407,
용인시,사업시행,주거환경개선,신갈2,경기도 용인시 기흥구 신갈동 33-4,108443,,387,318,318,,,,,,,,,,,,,,,,,,,2.3,,,,市,2017,,2016-12-28,,2018-10-11,2018-10-11,,,,,,2019-12-03,,,,,,보상절차 진행 중,박상준,031-324-2408,
용인시,사업시행,주거환경개선,상갈1,경기도 용인시 기흥구 상갈동 102-5,79112,,260,218,218,,,,,,,,,,,,,,,,,,,2.3,,,,市,2017,,2016-12-28,,2018-10-11,2018-10-11,,,,,,2019-12-02,,,,,,보상절차 진행 중,박상준,031-324-2408,
용인시,사업시행,주거환경개선,고림1,경기도 용인시 처인구 고림동 772-20,40793,,80,112,112,,,,,,,,,,,,,,,,,,,2.3,,,,市,2017,,2016-12-28,,2018-12-04,2018-12-04,,,,,,2019-12-02,,,,,,보상절차 진행 중,홍순오,031-324-2407,
용인시,착공,재개발,용인8,경기도 용인시 처인구 김량장동 309-1,49076,1986,123,603,603,,,,,1308,158,1082,68,1240,,908,332,,,68,34,34,,3,3.28,248,166,조합,2007,,2007-01-22,,,2009-05-29,2012-11-30,2007-04-05,,,2009-09-09,2011-07-07,2019-05-03,2021-02-23,2021-03-25,,,착공 공사 중,박상준,031-324-2408,
용인시,준공,재건축,용인2,경기도 용인시 처인구 역북동 795,19826,1984,6,209,209,,,,,452,207,245,,452,,282,170,,,,,,,0.41,2.48,211,207,조합,2009,2018,2007-01-22,,,2011-01-12,2013-12-23,2009-08-19,,2009-12-23,2011-05-18,2015-10-22,2016-01-28,2016-08-25,2016-09-25,2019-02-01,2019-04-15,준공,박상준,031-324-2408,
용인시,준공,재건축,김량주공아파트(용인1구역),경기도 용인시 처인구 김량장동 526,21449,1982,8,450,450,,,,,484,440,44,,484,,270,178,36,,,,,,0.9,2.2,455,448,조합,2005,2009,2007-01-22,,,2006-01-16,2006-05-06,,,2002-11-27,2005-06-30,2006-07-11,2006-10-23,2007-06-26,2008-02-01,2009-11-24,2010-05-14,준공,박상준,031-324-2408,
용인시,준공,주거환경개선,용인9,경기도 용인시 처인구 마평동 740,31439,1986,116,211,211,,,,,,,,,,,,,,,,,,,2.4,,125,,市,2007,2013,2007-01-22,,,2009-11-28,,,,,,2011-04-27,,2011-07-07,,2013-03-15,,준공,박상준,031-324-2408,
용인시,준공,주거환경개선,용인10,경기도 용인시 처인구 마평동 601,23983,1986,64,242,242,,,,,,,,,,,,,,,,,,,2.4,,110,,市,2007,2013,2007-01-22,,,2009-11-28,,,,,,2011-04-27,,2011-07-07,,2013-03-15,,준공,박상준,031-324-2408,
용인시,준공,주거환경개선,양지1,경기도 용인시 처인구 양지면 양지리 383,28936,1986,48,175,175,,,,,,,,,,,,,,,,,,,2.4,,166,,市,2007,2013,2007-01-22,,,2009-11-28,,,,,,2011-04-27,,2011-07-07,,2013-03-15,,준공,박상준,031-324-2408,
용인시,준공,주거환경개선,포곡1,경기도 용인시 처인구 포곡읍 전대리 150,12861,1986,31,134,134,,,,,,,,,,,,,,,,,,,2.4,,124,,市,2007,2013,2007-01-22,,,2009-11-28,,,,,,2011-04-27,,2011-07-07,,2013-03-15,,준공,박상준,031-324-2408,
의왕시,준공,재건축,대우사원주택,경기도 의왕시 내손동 627,125233,1984,81,1276,,177,716,383,,2422,1273,1149,,2422,,,485,1257,680,,,,,0.78,2.49,1276,1269,조합,2002,2011,2004-12-24,,,2005-04-11,2012-07-13,,,2002-05-15,2002-11-02,2005-05-16,2007-05-04,2008-11-18,2011-05-17,2012-10-29,2013-05-24,준공,유태초,031-345-3497,
의왕시,준공,재건축,청화아파트,경기도 의왕시 포일동 643,14450,1984,4,420,,165,255,,,447,433,,14,433,,161,272,,,14,,14,,2.08,2.69,454,429,조합,2003,2009,2004-12-24,,,2006-01-09,2008-02-15,,2002-10-25,2003-01-08,2003-06-30,2006-06-13,2006-12-28,2007-06-08,,2009-09-30,2010-03-08,준공,유태초,031-345-3497,
의왕시,준공,도시환경,오전마구역,경기도 의왕시 오전동 324-4,14208,1974~2000,13,41,,,36,4,1,536,27,509,,536,,,,528,8,,,,,1.11,7.05,21,17,조합,2010,2019,2009-08-21,2009-12-31,2010-03-10,2010-12-03,2015-08-11,2009-12-28,,,2011-01-21,2012-01-27,2013-11-11,2014-11-20,2014-11-21,2018-11-22,2018-11-29,준공,유태초,031-345-3497,
의왕시,준공,재건축,포일주공아파트,경기도 의왕시 내손동 844,128886,1982,59,2230,1020,1210,,,,2540,2230,310,,2540,,510,1191,603,236,,,,,0.78,2.47,2313,2312,조합,2002,2009,2004-12-24,,,2005-04-11,2006-08-14,,,2002-09-07,2002-11-04,2005-05-16,2006-12-28,2007-05-11,2009-09-16,2009-11-23,2010-07-07,준공,유태초,031-345-3497,
의왕시,착공,재건축,오전가구역,경기도 의왕시 오전동 52,44778,1979~1985,60,654,54,190,360,26,24,941,590,346,5,936,,285,599,52,,5,,5,,1.12,2.97,714,609,조합,2008,2021,2008-04-24,2008-12-31,2009-04-03,2009-11-10,2021-05-20,2008-06-20,,2009-02-11,2010-11-26,2014-02-12,2016-08-09,2018-05-10,2018-06-11,2021-06-30,,준공(부분),유태초,031-345-3497,
의왕시,관리처분,재개발,오전나구역,경기도 의왕시 오전동 32-5,32850,1980~1990,105,233,10,58,84,12,69,733,163,533,37,696,92,306,270,28,,37,37,,,1.08,2.79,244,171,조합,2008,2023,2008-04-24,2009-12-31,2009-08-06,2010-11-11,2018-04-25,2008-11-27,,,2011-04-27,2014-06-18,2018-12-21,,,,,착공 준비 중,박민호,031-345-3498,
의왕시,관리처분,재개발,내손다구역,경기도 의왕시 내손동 683,151480,1984~1993,448,1397,677,372,13,11,324,2633,1580,921,132,2501,30,1355,866,247,3,132,132,,,1.22,2.76,1399,1365,조합,2008,2023,2008-04-24,2008-12-31,2009-08-06,2011-06-15,2017-04-24,2008-07-21,,,2014-07-08,2018-04-11,2019-06-12,,,,,착공 준비 중,임재원,031-345-3494,
의왕시,사업시행,재개발,부곡가구역,경기도 의왕시 삼동 192-244,86065,1970~1985,191,961,276,326,298,38,23,1719,922,712,85,1634,,815,819,,,85,85,,,1.17,2.63,1061,957,조합,2008,2023,2008-04-24,2010-12-31,2011-01-27,2012-05-01,2018-10-11,2008-11-18,,,2014-01-08,2017-04-26,,,,,,관리처분계획 준비 중,임재원,031-345-3494,
의왕시,사업시행,도시환경,고천가구역,경기도 의왕시 고천동 276-8,27025,1950~2007,76,149,50,11,27,16,45,933,933,,,933,,379,508,46,,,,,,1.12,6.04,161,158,조합,2008,2024,2008-04-24,2008-12-31,2009-08-06,2011-12-02,2018-07-16,2008-06-05,,,2012-08-31,2021-03-29,,,,,,관리처분계획 준비 중,박민호,031-345-3498,
의왕시,사업시행,재개발,오전다구역,경기도 의왕시 오전동 350-1,174614,1980~2003,290,1763,709,417,552,40,45,3209,3048,,161,3048,2,1635,1347,63,1,161,161,,,1.06,3,1862,1862,조합,2008,2025,2008-04-24,2010-12-31,2011-05-12,2013-07-16,2019-11-08,2008-11-17,,,2016-12-06,2020-12-17,,,,,,관리처분계획 준비 중,홍성진,031-345-3492,
의왕시,추진위원회,도시환경,오전라구역,경기도 의왕시 오전동 323-3,15995,1977~2006,49,161,19,61,51,12,18,477,477,,,477,,,477,,,,,,,3,6.94,75,,추진위,2012,2025,2009-08-21,2009-12-31,2011-02-24,2012-02-22,,2020-03-09,,,,,,,,,,조합설립인가 준비 중,유태초,031-345-3497,
의왕시,조합설립,재건축,부곡다구역,경기도 의왕시 삼동 146,60917,1977~2004,99,1324,,,,,,1579,1579,,,1579,240,1211,128,,,,,,,1.87,2.72,1312,1123,,,,2008-04-24,2016-12-31,2019-09-23,2019-09-23,,2019-12-30,,2016-02-13,2021-03-31,,,,,,,사업시행인가 준비 준,박민호,031-345-3492,
의왕시,추진위원회,재개발,내손가구역,경기도 의왕시 내손동 700,45836,1984~1993,148,149,10,9,2,123,5,618,512,,106,512,,,512,,,106,,106,,0.63,2.2,159,,추진위,2008,2025,2008-04-24,2008-12-31,2009-08-06,2011-05-04,,2008-07-18,,,,,,,,,,조합설립인가 준비 중,임재원,031-345-3494,
의왕시,준공,재건축,의왕내손주택,경기도 의왕시 내손동 842,32691,1985,27,519,,167,352,,,696,519,123,54,642,,97,280,265,,54,,54,,1.1,2.5,519,519,조합,2003,2009,2004-12-24,,,2005-04-11,2008-11-26,,2002-10-25,2003-01-23,2003-06-12,2005-05-16,2006-06-29,2006-10-30,2009-04-28,2009-03-31,2009-05-26,준공,유태초,031-345-3497,
의왕시,사업시행,재개발,고천나구역,경기도 의왕시 고천동 265,90405,1970~1990,283,737,129,274,201,40,93,1913,1817,,96,1817,,889,851,77,,96,96,,,1.09,3,823,808,조합,2008,2023,2008-04-24,2008-12-31,2009-08-06,2011-12-02,2019-09-27,2008-09-18,,,2012-07-23,2020-12-17,,,,,,관리처분계획 준비 중,홍성진,031-345-3492,
의왕시,관리처분,재개발,내손라구역,경기도 의왕시 내손동 661,93990,1984~1993,250,1360,984,247,16,9,104,2180,1396,606,178,2002,,,1271,731,,178,102,76,,1.11,2.99,1334,1334,조합,2008,2023,2008-04-24,2008-12-31,2009-08-06,2010-11-29,2017-12-22,2008-05-03,,,2011-12-28,2018-02-05,2019-12-06,,,,,착공 준비 중,임재원,031-345-3494,
의정부시,착공,재개발,가능1구역,경기도 의정부시 가능동 581-1,24847,1958~2005,95,245,206,7,5,27,,466,109,331,26,440,50,235,155,,,26,26,,,100~200%,2.3,153,101,조합,2014,2023,2008-03-03,,,2010-08-24,2018-09-04,2008-06-04,,,2011-08-26,2014-04-03,2017-05-29,2020-03-31,2020-04-23,,,착공,허진희,031-828-8844,
의정부시,관리처분,재개발,금오1구역,경기도 의정부시 금오동 65-3,32509,1951~2001,82,432,362,13,9,48,,832,376,414,42,790,85,468,237,,,42,42,,,100~200%,2.75,413,377,조합,2012,2024,2008-03-03,,,2010-08-24,2017-12-14,2008-06-04,,,2011-02-10,2012-12-07,2019-04-19,,2020-09-15,,,이주 및 철거 중,안성훈,031-828-8843,
의정부시,관리처분,재개발,장암1구역,경기도 의정부시 신곡동 571-1,37022,1950~2005,100,209,176,6,4,23,,769,136,591,42,727,,484,215,28,,42,42,,,100~200%,2.5,176,135,조합,2014,2023,2008-03-03,,,2009-12-21,2018-12-24,2008-05-19,,,2010-05-28,2014-01-28,2020-03-13,,,,,이주 및 철거 중,안성훈,031-828-8843,
의정부시,관리처분,재개발,장암3구역,경기도 의정부시 신곡동 435-3,34495,1973~2004,127,460,386,14,9,51,,902,299,519,84,818,,,716,102,,84,47,37,,100~200%,3,242,225,조합,2015,2022,2008-03-03,2008-12-31,2009-06-29,2010-04-12,2016-12-09,2008-06-17,,,2011-10-27,2018-12-27,2021-05-27,,,,,이주 및 철거 준비 중,허진희,031-828-8844,
의정부시,착공,재개발,가능2구역,경기도 의정부시 가능동 224-24,22840,1958~2004,62,175,147,5,4,19,,420,75,321,24,396,45,83,245,23,,24,24,,,100~200%,2.3,99,75,조합,2014,2023,2008-03-03,,,2010-07-16,2012-12-10,2008-06-03,,,2010-11-17,2014-01-24,2017-02-16,2018-12-07,2018-12-13,,,착공,신경연,031-828-8842,
의정부시,착공,재개발,장암4구역,경기도 의정부시 장암동 34-1,47200,1951~2004,72,174,146,5,4,19,,677,121,522,34,643,27,116,447,53,,34,12,22,,100~200%,2.5,168,123,조합,2013,2021,2008-03-03,,,2010-04-12,2015-11-02,2008-06-03,,,2010-09-03,2013-09-11,2016-02-29,2017-06-20,2017-07-13,,,준공인가 준비 중,신경연,031-828-8842,
의정부시,착공,재개발,중앙2구역,경기도 의정부시 의정부동 380,132480,1975~2005,583,1858,1558,56,38,206,,2473,930,1393,150,2323,,1444,813,66,,150,150,,,100~200%,2.57,962,827,조합,2014,2025,2008-03-03,,,2010-07-16,2019-04-12,2008-05-15,,,2011-01-31,2015-03-31,2016-11-04,2019-08-21,2019-08-22,,,착공,신경연,031-828-8842,
의정부시,착공,재개발,중앙3구역,경기도 의정부시 의정부동 394-11,36193,1993~2003,84,759,637,23,15,84,,926,586,222,118,808,,364,444,,,118,44,74,,100~200%,3,631,628,조합,2014,2025,2008-03-03,2008-12-31,2009-11-06,2010-12-01,2015-09-11,2008-07-02,,,2011-07-20,2016-05-17,2018-01-30,2020-09-29,2020-06-30,,,착공,신경연,031-828-8842,
의정부시,조합설립,재개발,장암5구역,경기도 의정부시 신곡동 406,47973,1980~2010,,912,,,,,,1070,1015,,55,1015,,,,,,55,55,,,100~200%,2.5,497,497,조합,2018,2028,,,2017-08-31,2018-10-19,2020-09-16,2019-05-10,,,2020-10-16,,,,,,,사업시행계획인가 준비 중,안성훈,031-828-8843,
의정부시,준공,주거환경개선,안말2(호원3구역),경기도 의정부시 호원동 252,38238,1951~2004,102,108,108,,,,,,,,,,,,,,,,,,,0.8,,87,,市,2006,2012,2008-03-03,,,2009-03-10,,,,,,2012-04-12,,2012-04-24,,2013-11-01,,준공,신경연,031-828-8842,
의정부시,착공,재건축,송산1구역,경기도 의정부시 용현동 241,96152,1989,41,1580,720,860,,,,2571,1566,831,174,2397,,1129,1200,68,,174,,174,,0.85,2.9,1569,1505,조합,2016,2022,2008-03-03,2008-12-31,2011-01-16,2012-04-24,2019-03-26,2012-11-02,,2000-12-20,2014-12-29,2016-11-01,2017-09-25,2018-11-01,2018-11-02,,,착공,안성훈,031-828-8843,
이천시,사업시행,재개발,이천관고동,경기도 이천시 관고동 226,32400,1986,62,284,,209,38,37,,616,585,,31,585,,302,283,,,31,31,,,2,2.38,247,245,조합,2013,2024,,,,2013-05-01,2019-10-18,2013-11-15,,,2018-04-09,2020-12-31,,,,,,사업시행인가,이은영,031-644-7133,
파주시,사업시행,재개발,문산1-5,경기도 파주시 문산읍 문산리 31-1,25297,1990,24,394,394,,,,,668,384,250,34,634,67,349,218,,,34,34,,,2.48,2.99,384,384,조합,2019,2023,2009-10-26,2013-05-31,2013-06-03,2013-06-03,2019-08-06,2009-12-02,,,2017-05-24,2020-06-30,,,,,,관리처분계획인가 준비 중,백승국,031-940-4776,
파주시,착공,재건축,협신연립,경기도 파주시 아동동 275-13,5614,1984,6,96,,96,,,,115,96,19,,115,5,45,65,,,,,,,0.89,1.79,94,63,조합,2011,2025,,,,,,2007-12-24,,2007-08-10,2008-04-16,2011-03-02,2011-12-26,2012-06-14,,,,공사 일시중지중(시공자 부도 및 소송중),안운혁,031-940-4775,
파주시,관리처분,재개발,율목지구,경기도 파주시 금촌동341,54033,1975,187,304,304,,,,,1213,203,949,61,1152,124,462,566,,,61,61,,,1.8,250~300%,282,199,조합,2018,2022,,,2008-09-22,2008-09-22,2018-05-11,2008-12-15,,,2009-10-30,2018-07-24,2020-03-27,,,,,이주 및 철거 준비 중,안운혁,031-940-4775,
파주시,관리처분,재개발,금촌2동제2지구,경기도 파주시 금촌동 337-15,35772,1971,146,319,319,,,,,1055,139,863,53,1002,397,580,25,,,53,53,,,1.8,250~300%,236,139,조합,2018,2022,,,2009-06-12,2009-06-12,2018-05-11,2010-01-18,,,2010-07-26,2018-07-24,2020-04-22,,,,,이주 및 철거 준비 중,백승국,031-940-4776,
파주시,사업시행,재개발,새말지구,경기도 파주시 금촌동390-36,148889,1980,328,950,950,,,,,2583,793,1660,130,2453,,1037,1416,,,130,130,,,1.2,2.48,815,793,조합,2019,2023,,,2008-01-11,2009-02-25,2019-10-11,2009-06-03,,,2009-09-22,2020-06-30,,,,,,관리처분계획인가 준비 중,안운혁,031-940-4775,
파주시,사업시행,재개발,문산3리지구,경기도 파주시 문산읍 문산리81-61,47654,1986,185,285,285,,,,,940,223,669,48,892,,544,348,,,48,48,,,1.8,250~300%,223,223,조합,2019,2023,,,2006-02-20,2008-07-24,2017-05-02,2008-09-12,,,2008-12-08,2020-09-08,,,,,,관리처분계획인가 준비 중,백승국,031-940-4776,
파주시,조합설립,재개발,파주1-3,경기도 파주시 파주읍 연풍리 313-3,190146,1990,501,565,565,,,,,2593,441,2022,130,2463,,1253,1210,,,130,130,,,2,2.3,441,441,조합,2019,2023,2009-10-26,2013-05-31,2015-08-07,2015-08-07,,2016-08-24,,,2017-12-28,,,,,,,사업시행인가 준비 중,안운혁,031-940-4775,
파주시,준공,재건축,초원연립,"경기도 파주시 문산읍 당동리 산38-1, 산38-8",2274,1986,6,37,,36,1,,,66,37,29,,66,16,50,,,,,,,,0.95,1.8,37,37,조합,2016,2019,,,,,,2014-11-20,,2014-08-21,2015-02-03,2015-12-15,2016-04-26,2016-05-12,,2019-08-30,2019-09-26,공사 준공 후 청산 및 조합의 해산절차 진행중,백승국,031-940-4776,
평택시,예정구역,주거환경개선,팽성-01,경기도 평택시 팽성읍 송화리 50-15,50582,1972~2017,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,준공,주거환경개선,세교지구,경기도 평택시 평택시 세교동 123번지일원,17261,1960~1980,68,85,85,,,,,,,,,,,,,,,,,,,1.8,,78,,市,2006,2016,,,,2005-12-19,2015-12-07,,,,,2008-06-25,,2010-08-09,,2016-06-17,,준공,정예주,031-8024-4172,
평택시,조합설립,재건축,합정주공,경기도 평택시 합정동 835 일원,75646,1989~1990,33,1374,784,590,,,,1918,1241,677,,1918,,665,1177,68,8,,,,,1.02,2.99,1295,1241,조합,2015,2025,,,2017-08-21,2017-08-21,,2017-10-24,,2016-08-17,2018-03-21,,,,,,,사업시행인가 준비 중,정예주,031-8024-4172,
평택시,예정구역,재건축,합정1,경기도 평택시 합정동 829,59695,1992,23,1164,,1164,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,서정3,경기도 평택시 서정동 909-1,22270,1988,10,380,7,373,,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,서정1,경기도 평택시 서정동 793,27152,1989,11,520,,,520,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,지산3,경기도 평택시 지산동 1028,11750,1991,2,300,,,300,,,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재건축,독곡1,경기도 평택시 독곡동 464,32170,1992,8,483,,,,243,240,,,,,,,,,,,,,,,,200%/300%,,,,,,2021-06-04,2028-12-31,,,,,,,,,,,,,,,,,
평택시,준공,주거환경개선,지산지구,경기도 평택시 평택시 지산동 692번지일원,30613,1960~1980,106,148,148,,,,,,,,,,,,,,,,,,,1.8,,113,,市,2006,2014,,,,2005-12-19,,,,,,2008-06-25,,2011-02-20,,2014-12-18,,준공,정예주,031-8024-4172,
평택시,준공,재건축,서정주공2,경기도 평택시 서정동 13,40540,1985,15,450,,450,,,,718,444,274,,718,,56,340,268,54,,,,,0.8,2.2,460,460,조합,2007,2009,,,,2006-01-16,,,2003-03-06,2003-04-30,2003-05-20,2006-04-24,2006-10-27,2007-04-24,2007-05-08,2009-06-29,2009-07-09,준공,정예주,031-8024-4172,
평택시,준공,재건축,서정주공1,경기도 평택시 서정동 241,43221,1985,21,582,,582,,,,828,570,258,,828,,72,373,301,82,,,,,0.8,2.3,595,594,조합,2007,2009,,,,2006-01-16,,,2003-05-20,2003-06-12,2003-06-23,2006-03-21,2006-10-27,2007-08-06,2007-08-23,2010-01-29,2010-05-20,준공,정예주,031-8024-4172,
평택시,준공,재건축,비전주공2,경기도 평택시 비전동 143 일원,42325,1987,22,810,,810,,,,903,725,178,,903,,208,466,229,,,,,,1.04,2.15,799,799,조합,2007,2009,,,,2005-11-21,2006-03-20,2003-07-24,2003-04-28,2003-06-02,2003-12-24,2006-03-23,2006-09-28,2007-05-18,2007-05-25,2009-11-16,2010-01-21,준공,정예주,031-8024-4172,
평택시,준공,재건축,비전주공1,경기도 평택시 비전동 488 일원,30157,1985,13,450,,450,,,,553,145,408,,553,,23,296,234,,,,,,0.8,2.3,418,417,조합,2007,2009,,,,2005-11-21,2006-01-16,,2003-03-06,2003-04-30,2003-05-31,2006-01-23,2006-10-27,2007-03-19,,2011-01-27,2011-08-22,준공,정예주,031-8024-4172,
평택시,준공,주거환경개선,두정지구,경기도 평택시 팽성읍 두정리 45-2번지 일원,63029,,79,,,,,,,,,,,,,,,,,,,,,,1,,,市,2014,2020,,,,2015-09-07,,,,,,2016-02-29,,2017-06-29,,2020-12-31,,준공,김학형,031-8024-4122,
평택시,관리처분,재건축,송원.현대연립,경기도 평택시 독곡동 359-5 일원,15239,1985,10,156,,156,,,,259,116,143,,259,,,259,,,,,,,0.57,2.3,154,116,조합,2011,,,,,2010-10-21,,,2003-05-20,2003-06-12,2003-06-26,2011-09-23,2019-12-02,,,,,시공사 재선정 중,정예주,031-8024-4172,
평택시,예정구역,재개발,통복1,경기도 평택시 통복동 35-3,43188,1952~2016,186,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2027-12-31,,,,,,,,,,,,,,,,,
평택시,예정구역,재개발,평택1,경기도 평택시 평택동 76,33814,1952~2000,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-06-04,2023-12-31,,,,,,,,,,,,,,,,,
